GVKEY,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,at,capx,cshpri,dlc,dltt,dvc,lct,oibdp,pi,ppent,prstkc,pstkl,re,sale,sstk,txditc,xrd,xsga,costat,mkvalt,prcc_f,gind,gsubind,naics,sic,spcindcd,market_share,market_value,CI
141982,41266,2010/12/31,2010,INDL,C,D,STD,ATPAQ,ATP OIL & GAS CORP,USD,313.989,3290.102,598.108,50.715,21.625,1857.784,0,420.128,202.118,-358.319,2904.636,0,140,-457.893,437.997,3.609,16.956,,46.068,I,858.2263,16.74,101020,10102020,211111,1311,380,0.000812861707146659,858.2263,0.240579474633907
142339,41271,2010/12/31,2010,INDL,C,D,STD,GMXRQ,GMX RESOURCES INC,USD,66.722,507.09,183.01,28.207,0.026,284.943,0,66.149,-84.177,-142.531,416.8,0,50,-415.557,96.523,0.949,0,,25.594,A,172.6822,5.52,101020,10102020,211111,1311,380,0.000179133305842088,172.6822,0.422573911758458
106519,41686,2010/12/31,2010,INDL,C,D,STD,PVX,PROVIDENT ENERGY LTD,CAD,297.925,1399.804,77.959,266.008,148.981,324.773,191.639,427.42,275.039,64.842,832.25,0,0,-2282.003,1746.557,32.091,0,,36.671,I,2125.9312,7.91,101020,10102040,211111,1311,380,0.00324136764555225,2125.9312,0.0384974351174592
11781,42001,2010/12/31,2010,INDL,C,D,STD,OVV,OVINTIV INC,USD,2854,34020,4773,739.7,500,7129,590,2776,5635,2060,28701,499,0,15008,8870,5,4230,,359,A,21441.056,29.12,101020,10102020,2111,1311,355,0.0164614902439762,21441.056,0.182363504374737
145729,42284,2010/12/31,2010,INDL,C,D,STD,PVR.1,PENN VIRGINIA RES PRTNR -OLD,USD,114.338,1297.501,99.24,52.094,0,708,124.595,128.512,198.699,68.458,971.046,0,0,,855.436,0,0,,34.681,I,1480.9378,28.32,101020,10102050,211111,1311,360,0.00158757061649899,1480.9378,0.110163357917686
20683,43027,2010/12/31,2010,INDL,C,D,STD,PGHEF,PENGROWTH ENERGY CORP,CAD,206.015,5042.766,354.013,301.026,22,1024.367,232.584,297.644,674.726,185.428,4066.983,0,0,0,1128.131,26.98,236.55,,50.894,I,4166.5867,12.78,101020,10102020,211130,1311,850,0.00209365472947319,4166.5867,0.0938119759044573
148770,43161,2010/12/31,2010,INDL,C,D,STD,MWE,MARKWEST ENERGY PARTNERS LP,USD,298.546,3333.362,458.668,70.128,0,1273.434,187.208,341.842,355.879,34.291,2319.024,,0,,1187.631,142.255,10.427,,75.258,I,3094.0664,43.31,101020,10102040,211111,1311,380,0.00220407848026423,3094.0664,0.231458324502282
107917,43518,2010/12/31,2010,INDL,C,D,STD,SOQDQ,SONDE RESOURCES CORP,CAD,115.781,268.421,85.517,61.106,35.048,0,0,81.349,-33.486,-61.854,152.085,0,0,-195.365,34.132,58.61,0,,15.826,A,226.7756,3.64,101020,10102020,211111,1311,380,6.33442598655465e-05,226.7756,0.344908667787901
150699,43520,2010/12/31,2010,INDL,C,D,STD,XEC,CIMAREX ENERGY CO,USD,561.767,4358.247,1011.633,83.335,0,350,27.166,512.313,1160.209,913.731,3078.937,0,0,725.915,1713.396,,619.04,,48.62,A,7545.8546,88.53,101020,10102020,2111,1311,380,0.00317982542706516,7545.8546,0.43752857185489
149268,43802,2010/12/31,2010,INDL,C,D,STD,FMOG,FREEPORT MCMRN OIL&GAS -REDH,USD,402.887,8894.937,1619.352,140.438,0,3344.717,0,533.689,900.911,204.01,7220.752,0,0,148.62,1544.595,0,1355.05,,136.437,I,4504.7424,32.14,101020,10102020,211111,1311,380,0.00286655417400163,4504.7424,0.23699954425191
155393,44613,2010/12/31,2010,INDL,C,D,STD,WLL,WHITING PETROLEUM CORP,USD,233.543,4648.777,923.776,53.169,0,800,0,459.205,1034.44,541.443,4355.223,0,17.25,981.434,1514.099,0,539.071,,107.431,A,6861.3573,117.19,101020,10102020,211120,1311,,0.00280995782603317,6861.3573,0.24322017342328
157074,44819,2010/12/31,2010,INDL,C,D,STD,XTXI,CROSSTEX ENERGY INC,USD,248.081,1991.103,48.191,46.732,11.506,738.391,3.368,260.862,182.068,-27.534,1216.166,0,0,-58.443,1792.676,121.676,89.216,,51.172,I,415.4897,8.86,101020,10102040,211111,1311,,0.00332695811551413,415.4897,0.0376434251915916
116387,45175,2010/12/31,2010,INDL,C,D,STD,GGLR,GEOGLOBAL RESOURCES INC,USD,12.501,58.894,9.06,74.879,0,0,0,8.544,-17.845,-18.682,41.375,0,0,-47.559,0.79,8.45,0.061,,4.673,I,65.3701,0.79,101020,10102020,211111,1311,,1.46613047268785e-06,65.3701,0.193535983594301
146137,45277,2010/12/31,2010,INDL,C,D,STD,ENDRQ,ENDEAVOUR INTERNATIONAL CORP,USD,147.829,750.287,135.733,23.252,21.6,323.706,0,76.684,30.221,55.743,364.677,0,48.273,-132.815,71.675,30.181,77.2,,18.415,I,341.0256,13.8,101020,10102020,211111,1311,458,0.00013301886282266,341.0256,0.509150858819072
148130,45533,2010/12/31,2010,INDL,C,D,STD,IOC,INTEROIL CORP,USD,453.525,965.489,135.689,44.33,65.711,87.238,0,142.518,35.886,-38.103,484.627,0,0,-223.887,802.374,211.147,0,,64.932,I,3445.0181,72.07,101020,10102010,211111,1311,,0.00148909490112967,3445.0181,0.344798757912337
151632,46012,2010/12/31,2010,INDL,C,D,STD,WRESQ,WARREN RESOURCES INC,USD,24.754,272.596,29.082,70.383,0.165,71.231,0,37.67,44.072,20.354,242.563,1.051,0.128,-312.059,88.275,0.128,0,,15.358,I,319.5911,4.52,101020,10102020,211111,1311,,0.000163826161362684,319.5911,0.128688818383358
162459,46014,2010/12/31,2010,INDL,C,D,STD,HPR,HIGHPOINT RESOURCES CORP,USD,207.648,2038.5,448.978,45.218,0,404.399,0,165.957,448.194,128.455,1811.819,0,0,310.013,697.658,23.707,266.009,,93.413,I,1888.7719,41.13,101020,10102020,2111,1311,,0.00129475652318286,1888.7719,0.270589298844063
139225,46021,2010/12/31,2010,INDL,C,D,STD,GSXN,GASCO ENERGY INC,USD,7.803,80.01,6.999,110.059,0.4,26.031,0,8.057,3.718,10.127,69.704,0,0,-215.274,20.262,0,0,,7.144,I,42.4137,0.35,101020,10102020,211111,1311,380,3.76034628324066e-05,42.4137,0.0799967996708233
160341,46102,2010/12/31,2010,INDL,C,D,STD,WTI,W&T OFFSHORE INC,USD,164.205,1424.094,416.413,73.685,0,450,59.578,241.636,440.264,129.793,1220.028,0,0,68.38,680.902,0,0,,53.29,A,1330.8504,17.87,101020,10102020,211120,1311,,0.00126365971027102,1330.8504,0.418591349382185
66515,46667,2010/06/30,2010,INDL,C,D,STD,CFW,CANO PETROLEUM INC,USD,6.537,259.388,16.041,45.56,66.45,0,0,73.454,-9.469,-20.058,250.346,0,28.1,-53.743,22.849,0.002,18.992,,14.742,I,34.7746,0.765,101020,10102020,211111,1311,,4.24045761651199e-05,34.7746,0.0645126262321586
63383,46675,2010/06/30,2010,INDL,C,D,STD,HDYNQ,HYPERDYNAMICS CORP,USD,26.395,27.22,14.692,85.914,0.16,0,0,5.041,-10.847,-8.774,0.756,0,1.945,-75.624,0,21.614,0,,10.847,A,113.6074,1.09,101020,10102020,211111,1311,175,0,113.6074,1.86636178861789
163921,47199,2010/12/31,2010,INDL,C,D,STD,WPZ,WILLIAMS PARTNERS LP,USD,890,13396,837,213.539,458,6365,660,1205,1904,1103,11001,0,0,,5715,806,0,,394,I,13521.2693,46.65,101020,10102040,211111,1311,,0.010606247660014,13521.2693,1.31970427271996
27265,50012,2010/12/31,2010,INDL,C,D,STD,AAVVF,ADVANTAGE ENERGY LTD,CAD,73.921,1842.571,223.308,163.467,62.329,361.663,0,183.029,193.789,-51.119,1768.65,0,0,-1009.058,325.242,0,29.399,,37.578,A,1109.2619,6.76,101020,10102020,211130,1311,380,0.00060360405974423,1109.2619,0.121918168705115
165466,50018,2010/12/31,2010,INDL,C,D,STD,DCP,DCP MIDSTREAM LP,USD,233.1,1700.6,50.7,36.1,0,647.8,101.9,211.2,131.9,57.5,1169.1,0,0,,1278,189.3,1.6,,33.7,A,1513.8772,37.4,101020,10102040,211130,1311,,0.00237179081531022,1513.8772,0.0506949305069493
140194,50185,2010/12/31,2010,INDL,C,D,STD,GST.1,GASTAR EXPLORATION INC-OLD,USD,22.893,247.352,87.707,49.814,0,0,0,25.666,16.427,-13.264,215.115,0,0,-132.155,42.768,52.537,0,,14.638,I,275.9697,4.3,101020,10102020,211111,1311,,7.93714785517899e-05,275.9697,0.539201160696172
164109,50200,2010/12/31,2010,INDL,C,D,STD,LNGG,LINN ENERGY INC,USD,710.909,5933.148,1574.046,142.535,0,2742.902,365.711,315.108,442.206,-110.047,5050.22,11.832,0,,772.28,844.33,0,,104.2,I,5961.2849,37.49,101020,10102020,211111,1311,,0.00143324460942705,5961.2849,0.424423768546426
165699,50203,2010/12/31,2010,INDL,C,D,STD,RGP.,REGENCY ENERGY PARTNERS LP,USD,161.005,4770.204,223.01,130.62,0,1141.061,204.708,196.15,153.326,-8.391,1660.218,0,83.891,,1221.663,401.55,6.185,,80.951,I,3742.2801,27.26,101020,10102030,211111,1311,,0.002267237153994,3742.2801,0.153120461949898
166061,50301,2010/12/31,2010,INDL,C,D,STD,ROSE.3,ROSETTA RESOURCES INC,USD,112.972,997.309,334.763,51.381,0,350,0,90.218,191.597,45.591,729.989,3.423,0,-257.633,308.43,4.843,0,,52.832,I,1945.5363,37.64,101020,10102020,211111,1311,,0.000572403318596347,1945.5363,0.566816570211412
26069,50323,2010/12/31,2010,INDL,C,D,STD,GPOR,GULFPORT ENERGY CORP,USD,19.725,319.693,102.071,43.863,2.417,49.5,0,48.927,89.993,47.403,242.131,0,0,-85.643,127.636,21.879,0,,6.063,A,967.9036,21.68,101020,10102020,2111,1311,380,0.000236874720268337,967.9036,0.629617064324311
29135,50468,2010/12/31,2010,INDL,C,D,STD,BTEGF,BAYTEX ENERGY CORP,CAD,172.995,2047.212,270.199,111.45,0,453.773,243.383,226.079,436.999,154.083,1683.65,0,0,-381.139,843.548,26.021,167.302,,37.874,A,5300.1163,46.61,101020,10102020,211120,1311,380,0.00156550813667708,5300.1163,0.162403411085306
174169,50735,2010/12/31,2010,INDL,C,D,STD,BATL,BATTALION OIL CORP,USD,20.529,265.001,34.4,78.426,0.127,196.965,0,32.886,54.471,3.412,209.91,0.787,0,-214.907,112.334,0,0,,14.799,A,144.2321,1.84,101020,10102020,211120,1311,,0.000208476329770781,144.2321,0.137987468812425
107755,50842,2010/12/31,2010,INDL,C,D,STD,KOG,KODIAK OIL & GAS CORP,USD,135.316,369.937,178.54,131.444,0,40,0,25.427,6.234,-2.402,233.028,0,0,-108.265,24.849,240.424,0,0,11.82,I,1175.9088,6.6,101020,10102020,211111,1311,,4.61162988807853e-05,1175.9088,4.18342002905478
20684,50844,2010/12/31,2010,INDL,C,D,STD,OBELF,OBSIDIAN ENERGY LTD,CAD,490,13368,1824,441.813,0,2751,686,846,1339,-93,10180,0,0,-1116,2512,557,855,,181,A,10958.8189,23.84,101020,10102020,2111,1311,380,0.0046619237308758,10958.8189,0.160747334097118
166458,50950,2010/12/31,2010,INDL,C,D,STD,ATLS,ATLAS ENERGY GROUP LLC,USD,115.211,1767.118,45.752,27.718,35.625,565.764,1.385,190.194,124.801,-47.457,1341.002,0,0,,931.141,23.475,0,,34.894,I,417.525,15,101020,10102020,211111,1311,,0.00172806860059372,417.525,0.0271624522674165
146659,50954,2010/12/31,2010,INDL,C,D,STD,HUSA,HOUSTON AMERN ENERGY CORP,USD,39.34,55.476,8.741,31.07,0,0,6.838,5.085,6.337,30.384,10.691,0,0,11.911,19.509,0.57,0,,4.897,A,562.2553,18.09,101020,10102020,211130,1311,,3.62059992299586e-05,562.2553,0.76972525537161
139526,51091,2011/04/30,2010,INDL,C,D,STD,OBQI,OILSANDS QUEST INC,USD,19.397,173.192,3.015,348.082,0,0,0,13.554,-30.274,-385.486,153.795,0,0,-650.583,0,32.133,0,,30.274,I,164.5122,0.4475,101020,10102020,211111,1311,,0,164.5122,0.0065805556040579
66029,51101,2010/12/31,2010,INDL,C,D,STD,BRMR,BLUE RIDGE MOUNTAIN RESOURCE,USD,13.126,248.967,81.842,63.922,7.132,26.019,0,44.235,-7.447,-22.128,232.601,11.25,70.236,-50.006,32.457,118.353,0,,22.837,I,533.5272,7.2,101020,10102020,211111,1311,,6.02356920911767e-05,533.5272,1.42237438954448
175006,51200,2010/12/31,2010,INDL,C,D,STD,HRST,HARVEST OIL & GAS CORP,USD,107.568,1486.757,594.958,28.095,0,619,92.934,22.803,83.332,106.336,1325.807,0,0,,171.518,204.965,0,,22.23,A,1197.5175,39.25,101020,10102020,211130,1311,,0.000318313628372753,1197.5175,0.770178150251005
174656,51302,2010/12/31,2010,INDL,C,D,STD,BBEPQ,BREITBURN ENERGY PARTNERS LP,USD,130.017,1930.167,68.623,56.756,0,528.116,65.181,101.317,167.711,34.709,1722.295,0,0,,354.648,0,2.089,,44.907,I,1086.694,20.14,101020,10102020,211111,1311,,0.000658177518832659,1086.694,0.0394138381208543
175157,51307,2010/12/31,2010,INDL,C,D,STD,EROC,EAGLE ROCK ENERGY PARTNRS LP,USD,84.357,1349.397,64.497,76.788,0,530,36.352,145.039,100.501,-51.101,1143.459,1.177,0,,758.395,59.244,38.662,,45.775,I,735.8085,8.82,101020,10102020,211111,1311,,0.00140747597447355,735.8085,0.0505509526358649
176070,51435,2010/12/31,2010,INDL,C,D,STD,VQ,VENOCO INC,USD,72.778,750.923,215.733,52.249,0,633.592,0,84.417,226.983,66.22,648.044,0,0,-433.372,363.341,,0,,36.3,I,1037.6649,18.45,101020,10102020,211111,1311,,0.000674310521616299,1037.6649,0.34827664142841
175510,51537,2010/12/31,2010,INDL,C,D,STD,PVR,PVR PARTNERS LP,USD,119.651,1304.205,99.24,39.075,0,708,60.565,127.721,188.785,64.187,971.046,1.092,0,,855.436,0,0,,44.595,I,1028.454,26.32,101020,10102040,211111,1311,,0.00158757061649899,1028.454,0.110163357917686
163822,51647,2010/12/31,2010,INDL,C,D,STD,ZNOG,ZION OIL & GAS INC,USD,23.17,49.303,24.26,21.377,0,0,0,2.595,-27.642,-27.658,26.041,0,0,-56.487,0,30.573,0,,5.62,A,118.8643,4.78,101020,10102020,2111,1311,,0,118.8643,1.017745521668
166436,51657,2010/12/31,2010,INDL,C,D,STD,LGCYQ,LEGACY RESERVES INC,USD,50.598,909.426,311.277,40.233,0,325,83.484,72.955,104.001,11.346,846.753,,0,,216.389,179.053,0,,18.265,I,1250.1529,28.72,101020,10102020,211120,1311,,0.000401587983360065,1250.1529,0.539533779251461
165880,51790,2010/12/31,2010,INDL,C,D,STD,GEOR,GEOPETRO RESOURCES CO,USD,1.169,30.874,0.148,35.306,1.981,5.488,0,4.159,-3.724,-4.937,29.66,0,5.642,-43.562,3.054,2.274,0,,2.417,A,17.2,0.44,101020,10102020,211111,1311,,5.66780058682113e-06,17.2,0.0047829880748473
3469,52253,2010/12/31,2010,INDL,C,D,STD,CLR,CONTINENTAL RESOURCES INC,USD,582.326,3591.785,1083.401,168.985,0,925.991,0,702.222,589.285,258.467,2981.991,0,0,766.551,839.065,0.257,582.841,,61.853,A,10028.5697,58.85,101020,10102020,211120,1311,175,0.00155718831020991,10028.5697,0.523874365043483
20350,52255,2010/12/31,2010,INDL,C,D,STD,DXIEF,DXI CAPITAL CORP,CAD,5.539,46.355,5.043,99.789,5.05,0,0,7.523,0.183,-6.133,40.374,0,0,-44.551,8.154,3.984,0,,3.424,A,35.2579,0.32,101020,10102020,2111,1311,,1.5132693511768e-05,35.2579,0.120435602894467
177896,52549,2010/12/31,2010,INDL,C,D,STD,REXXQ,REX ENERGY CORP,USD,45.759,407.085,150.398,43.558,0.829,10.12,0,63.337,19.696,9.858,323.796,0,0,-69.519,68.858,80.412,5.93,,23.165,A,604.7906,13.65,101020,10102020,211111,1311,,0.000127790901377646,604.7906,0.546383250805599
282189,52665,2010/06/30,2010,INDL,C,D,STD,EXXIQ,ENERGY XXI LTD,USD,145.994,1566.491,145.112,40.992,2.518,772.082,0,195.259,302.435,43.564,1386.25,0,0.011,-465.161,498.931,294.468,37.215,,49.667,I,799.0519,15.78,101020,10102020,211111,1311,,0.000925946763124838,799.0519,0.130526334726039
177884,52684,2010/12/31,2010,INDL,C,D,STD,CXO,CONCHO RESOURCES INC,USD,330.633,5368.494,2133.982,92.542,12.314,1668.521,0,506.989,727.36,305.683,4913.787,1.198,0,510.737,972.576,745.224,720.889,,62.835,I,9013.3527,87.67,101020,10102020,2111,1311,,0.00180496621595552,9013.3527,0.74711697590825
178319,52752,2010/12/31,2010,INDL,C,D,STD,ENP,ENCORE ENERGY PARTNERS LP,USD,34.841,653.562,7.119,45.331,0,234,93.382,32.178,109.911,32.07,599.155,0,0,,183.745,0,0.011,,12.592,I,1018.8347,22.47,101020,10102020,211111,1311,,0.000341005245194974,1018.8347,0.0110902533824572
178684,52818,2010/12/31,2010,INDL,C,D,STD,GRZZU,GRIZZLY ENERGY LLC,USD,61.695,1568.751,131.307,21.92,175,410.5,46.65,224.379,61.292,21.885,1063.403,5.072,0,,93.154,193.541,0,,6.551,A,892.0499,29.65,101020,10102020,211130,1311,,0.000172880908927549,892.0499,0.761089697145341
176899,52847,2010/12/31,2010,INDL,C,D,STD,SD,SANDRIDGE ENERGY INC,USD,175.59,5231.448,1044.371,291.869,7.293,2901.793,0,544.458,408.196,-251.67,4733.865,7.169,0.765,-2989.576,931.736,290.704,0,,143.99,A,2974.5552,7.32,101020,10102020,211120,1311,,0.00172917283810163,2974.5552,0.429138949303575
178798,52855,2010/12/31,2010,INDL,C,D,STD,AREXQ,APPROACH RESOURCES INC,USD,41.33,413.089,91.346,22.066,0,0,0,29.24,32.025,11.562,369.21,0,0,58.752,57.581,102.515,44.616,,14.011,I,652.0437,23.1,101020,10102020,211120,1311,,0.000106862352845366,652.0437,0.300003612681168
23999,52936,2010/06/30,2010,INDL,C,D,STD,SSNY,SAMSON OIL & GAS LTD,USD,12.359,39.57,5.9,48.949,11.284,0,0,13.603,-2.564,-5.5,20.688,0,0,-50.598,5.088,18.327,0,,4.131,I,,0.9,101020,10102020,211120,1311,,9.44262258865289e-06,,0.284982852726658
163596,52960,2011/03/31,2010,INDL,C,D,STD,CEI,CAMBER ENERGY INC,USD,3.43,24.978,13,14.379,0.031,0.06,0,3.384,-2.945,-4.52,20.991,,0,-7.304,3.023,6.777,0,,4.064,A,59.9207,3.59,101020,10102020,211120,1311,,5.61026888472832e-06,59.9207,0.584584944689271
142337,52977,2010/12/31,2010,INDL,C,D,STD,NOG,NORTHERN OIL & GAS INC,USD,233.018,509.694,182.441,50.387,0,0,0,59.667,28.589,11.336,275.309,0,0,6.813,44.559,282.192,9.167,,7.204,A,1690.5301,27.21,101020,10102020,211120,1311,,8.26953262436683e-05,1690.5301,1.97982637004883
164046,52991,2010/12/31,2010,INDL,C,D,STD,GTE,GRAN TIERRA ENERGY INC,USD,418.148,1249.254,152.299,253.697,0,0,0,152.313,249.999,94.406,727.024,0,0,60.288,373.286,24.785,204.57,0,40.241,A,2077.8821,8.05,101020,10102020,2111,1311,,0.000692767062819946,2077.8821,0.213680106293573
179739,53013,2010/12/31,2010,INDL,C,D,STD,PSE,PIONEER SOUTHWEST ENERGY -LP,USD,35.827,280.06,45.281,33.114,0,81.2,66.294,20.844,126.975,106.878,238.274,0,0,,183.758,0,0,,6.33,I,994.4134,30.03,101020,10102020,211111,1311,,0.000341029371392625,994.4134,0.228295284959464
179831,53018,2010/12/31,2010,INDL,C,D,STD,WES.3,WESTERN GAS PARTNERS LP,USD,43.184,1765.537,76.834,67.823,0,474,94.194,42.194,224.442,147.645,1359.35,0,0,,503.322,345.803,0.733,,24.918,I,2350.4619,30.3,101020,10102040,2111,1311,,0.000934095850347081,2350.4619,0.109685137388365
133166,53066,2010/06/30,2010,INDL,C,D,STD,CBNRQ,CUBIC ENERGY INC,USD,2.014,38.196,5.032,67.584,0,20.984,0,3.45,-0.75,-4.937,8.923,0,0.001,-54.391,3.486,1.788,0,,2.391,I,67.8555,0.9,101020,10102020,211111,1311,380,6.46953269340487e-06,67.8555,0.429718189581554
151364,53163,2010/12/31,2010,INDL,C,D,STD,CNEP,CHINA NORTH EAST PETRO HLDG,USD,85.551,150.5,1.308,29.371,2.662,0,0,14.011,61.882,78.459,56.721,0,0,60.515,99.548,1.255,0,,7.403,I,170.5248,5.76,101020,10102020,211111,1311,,0.000184747286449532,170.5248,0.0209908044870252
179782,53213,2010/12/31,2010,INDL,C,D,STD,REN,RESOLUTE ENERGY CORP,USD,65.293,760.523,65.713,49.9,0,127.9,0,92.409,78.186,8.573,671.561,0,0,-32.933,173.395,0.001,73.376,,19.44,I,807.6377,14.76,101020,10102020,211111,1311,,0.000321797080141405,807.6377,0.10384826297965
184652,53269,2010/12/31,2010,INDL,C,D,STD,ERINQ,ERIN ENERGY CORP,USD,42.504,247.843,39.203,117.926,0,0,0,40.854,-225.995,-230.207,204.979,0,0,-251.045,31.612,55.204,0,,12.358,A,305.6879,1.99,101020,10102020,211111,1311,,5.8667489243808e-05,305.6879,86.9246119733925
184040,53294,2010/12/31,2010,INDL,C,D,STD,CIEIQ,COBALT INTL ENERGY INC,USD,889.632,1746.443,35.516,349.342,0,0,0,24.559,-137.271,-136.476,463.769,0,0,-511.199,0,101.256,0,,137.271,I,4282.4621,12.21,101020,10102020,211111,1311,,0,4282.4621,0.0753076681679007
142391,53308,2010/12/31,2010,INDL,C,D,STD,TAT,TRANSATLANTIC PETROLEUM LTD,USD,75.229,472.347,112.583,312.488,106.673,30.079,0,135.425,-31.331,-71.035,367.225,0,0,-185.124,85.563,86.968,22.641,,72.95,I,1120.3552,3.33,101020,10102020,211120,1311,,0.000158793065360241,1120.3552,0.635114856936547
20217,53372,2010/12/31,2010,INDL,C,D,STD,PSTRQ,POSTROCK ENERGY CORP,USD,54.276,296.812,28.14,8.11,10.5,209.721,0,35.43,25.593,66.957,193.6,0,61.982,-390.414,103.912,60,0,,25.04,A,30.9786,3.76,101020,10102020,211111,1311,380,0.000192846265415114,30.9786,
66228,53424,2011/04/30,2010,INDL,C,D,STD,MILLQ,MILLER ENERGY RESOURCES INC,USD,8.305,509.081,11.314,36.112,2,0,0,15.987,-2.223,-10.161,490.685,0,0,245.725,22.842,1.265,178.326,,14.554,A,230.1076,5.77,101020,10102020,211111,1311,,4.2391585135615e-05,230.1076,
184442,53438,2010/12/31,2010,INDL,C,D,STD,OAS,OASIS PETROLEUM INC,USD,205.903,691.852,312.937,92.054,0,0,0,82.263,80.535,13.267,483.683,0,0,-92.845,128.927,399.669,45.432,,20.042,A,2501.5488,27.12,101020,10102020,2111,1311,,0.000239270637281299,2501.5488,
154357,53439,2010/12/31,2010,INDL,C,D,STD,QEP,QEP RESOURCES INC,USD,654.2,6785.3,1469,175.3,78,1472.3,15.9,624.3,1236.2,452.9,5890,0,0,2614.3,2246.4,0,1377.7,,130.2,I,6386.929,36.31,101020,10102020,2111,1311,,0.00416900695423543,6386.929,
184321,53459,2010/12/31,2010,INDL,C,D,STD,ACMP,ACCESS MIDSTREAM PARTNERS LP,USD,131.487,2545.916,716.303,138.159,0,249.1,262.441,97.991,293.868,197.658,2226.909,0,0,,459.153,474.579,0,,31.992,I,3974.8344,28.77,101020,10102040,211111,1311,,0.000852124310032968,3974.8344,
162941,53566,2011/01/31,2010,INDL,C,D,STD,TPLMQ,TRIANGLE PETROLEUM CORP,USD,58.427,82.031,16.256,12.464,0,0,0,4.82,-20.947,-20.277,22.135,0,0,-83.982,0.583,78.662,0,,6.468,I,175.4798,7.7901,101020,10102020,211111,1311,,1.08196717161648e-06,175.4798,
185654,53617,2010/12/31,2010,INDL,C,D,STD,QRE,QR ENERGY LP,USD,16.215,472.018,949.937,35.694,0,225,0.9,13.141,109.394,24.88,443.797,0,0,,256.4,279.75,0,,37.659,I,672.8933,20.12,101020,10102020,211111,1311,,0.00047584285214831,672.8933,
2073,677,2012/03/31,2011,INDL,C,D,STD,ESTE.1,EARTHSTONE ENERGY INC -OLD,USD,10.006,26.206,7.871,1.709,0,0,0,3.434,5.15,3.931,15.743,0.084,0,-4.321,11.712,0,2.731,,2.076,I,36.6619,21.49,101020,10102020,211111,1311,380,1.91578164353972e-05,36.6619,0.571273043983162
3594,1109,2011/10/31,2011,INDL,C,D,STD,CRED.1,CREDO PETROLEUM CORP,USD,9.071,63.921,15.154,10.042,0,0,0,8.248,10.088,4.742,49.851,0.145,0,21.977,16.767,0,4.524,,2.675,I,96.8957,9.65,101020,10102020,211111,1311,380,2.74264948917609e-05,96.8957,0.423036123052873
4052,1260,2011/12/31,2011,INDL,C,D,STD,ESCRQ,ESCALERA RESOURCES CO,USD,28.339,170.594,24.317,11.191,0,42,0,14.799,38.971,18.449,137.364,0,40.25,9.402,64.703,0,13.314,,6.38,A,77.1661,6.88,101020,10102020,211111,1311,380,0.000105837448498933,77.1661,0.186387153642739
106418,1545,2011/12/31,2011,INDL,C,D,STD,FPPP,FIELDPOINT PETROLEUM CORP,USD,3.81,21.363,2.637,8.016,0,6.74,0,2.79,2.365,0.99,17.553,0.359,0,6.18,7.235,0,1.467,,1.066,A,34.4866,4.32,101020,10102020,211120,1311,380,1.18345971576245e-05,34.4866,0.173418387478627
4844,1807,2011/12/31,2011,INDL,C,D,STD,FST.1,FOREST OIL CORP -OLD,USD,210.672,3381.151,880.845,111.69,0,1693.044,0,340.837,491.908,187.395,2651.116,0,0,-1305.335,703.531,3.723,0,,58.105,I,1551.8273,13.55,101020,10102020,211111,1311,380,0.0011507955733104,1551.8273,0.324355464823149
177206,1932,2011/12/31,2011,INDL,C,D,STD,GEOI,GEORESOURCES INC,USD,103.344,487.691,111.294,25.172,0,0,0,67.051,78.752,51.242,378.552,0,0,86.54,134.677,128.756,44.389,,14.864,I,750.2188,29.31,101020,10102020,211111,1311,,0.000220296895839309,750.2188,0.367439111759676
5475,2183,2011/12/31,2011,INDL,C,D,STD,HKNI,HKN INC,USD,49.252,78.198,0.596,16.013,0,0,0,2.156,-4.372,-4.08,6.954,0.819,0.2,-381,0,14.747,0,,4.372,A,39.3645,2.13,101020,10102020,211111,1311,380,0,39.3645,0.013399581825131
6311,2577,2011/12/31,2011,INDL,C,D,STD,PNRG,PRIMEENERGY RESOURCES CORP,USD,39.503,184.812,39.951,2.748,0,69.8,0,53.468,57.938,7.95,144.695,2.224,0,51.289,127.005,0,17.914,,14.928,A,61.0382,22.59,101020,10102020,211120,1311,380,0.000207747479198908,61.0382,0.266645753797688
6788,2706,2011/12/31,2011,INDL,C,D,STD,RRC,RANGE RESOURCES CORP,USD,315.263,5845.47,1437.652,158.03,0,1974.967,25.756,511.932,638.759,78.263,5210.244,0,0,530.596,1215.515,13.518,710.49,,275.227,A,9980.5161,61.94,101020,10102020,2111,1311,380,0.00198826957346924,9980.5161,0.287715113102612
6936,3021,2011/06/30,2011,INDL,C,D,STD,MPET,MAGELLAN PETROLEUM CORP,USD,37.283,71.575,4.948,52.399,0.553,0.87,0,6.47,-9.281,-27.297,29.155,0,0,-43.603,18.176,0.044,0,,13.13,I,88.1261,1.68,101020,10102020,211111,1311,380,2.97312561073923e-05,88.1261,0.190939260631319
7912,3219,2011/12/31,2011,INDL,C,D,STD,NBL,NOBLE ENERGY INC,USD,2418,16444,2594,176,369,4100,143,2268,1507,715,12782,17,0,4750,3568,38,2059,,620,A,16793.8688,94.39,101020,10102020,2111,1311,380,0.00583632932389831,16793.8688,0.252727981293843
