GVKEY,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,at,capx,cshpri,dlc,dltt,dvc,lct,oibdp,pi,ppent,prstkc,pstkl,re,sale,sstk,txditc,xrd,xsga,costat,mkvalt,prcc_f,gind,gsubind,naics,sic,spcindcd,market_share,market_value,CI
28564,29930,2015/12/31,2015,INDL,C,D,STD,SGY,STONE ENERGY CORP,USD,150.421,1410.169,523.596,55.25,0,1060.955,0,159.224,-1048.647,-1407.322,1241.275,0,0,-1687.671,544.649,0,0,,63.584,I,237.1769,4.29,101020,10102020,211111,1311,380,0.00201936486403686,237.1769,0.21403221626412
29173,30044,2015/12/31,2015,INDL,C,D,STD,NFX,NEWFIELD EXPLORATION CO,USD,625,4768,1745,159,0,2467,0,647,-4118,-4947,3991,12,0,-1037,1557,819,26,,218,I,5323.267,32.56,101020,10102020,211111,1311,380,0.00577280247150989,5323.267,0.207392441169479
25495,30882,2015/12/31,2015,INDL,C,D,STD,DYN.2,DYNEGY INC,USD,1945,11539,275,125,83,7206,0,812,896,-427,8347,250,400,-667,3870,0,29,,128,I,1566.4868,13.4,551050,55105010,221112,1311,710,0.0143485841777413,1566.4868,0.0844854070660522
112876,34829,2015/12/31,2015,INDL,C,D,STD,EPD,ENTERPRISE PRODCT PARTNRS LP,USD,4313,48952,3830.7,1966.6,1863.9,20826.7,2943.7,7166.6,4574.6,2555.9,32034.7,,0,,27027.9,1188.6,46.1,,192.6,A,51481.1057,25.58,101020,10102040,486210,1311,380,0.100209844521337,51481.1057,0.128195946669522
120093,35026,2015/12/31,2015,INDL,C,D,STD,CNX,CNX RESOURCES CORPORATION,USD,804.763,10929.902,1022.567,229.186,958.65,2748.205,33.281,1680.937,-8.697,-498.9,9669.377,71.674,0,2264.236,2922.037,8.288,74.629,,,A,1809.5266,7.9,101020,10102020,2111,1311,360,0.0108338743837144,1809.5266,0.100621876252156
14934,35222,2015/12/31,2015,INDL,C,D,STD,DVN,DEVON ENERGY CORP,USD,4026,29532,6415,407,976,12137,396,3295,-15891,-21268,19068,0,0,2011,13145,4,888,,855,A,13376,32,101020,10102020,2111,1311,380,0.0487369868259457,13376,0.176741238703989
62204,36564,2015/12/31,2015,INDL,C,D,STD,TGC,TENGASCO INC,USD,1.382,12.003,0.571,60.842,0.065,0.956,0,1.365,-14.529,-17.37,10.611,0,0,-48.316,6.164,0,0,0,2.069,I,7.301,0.12,101020,10102020,211120,1311,380,2.28539206386557e-05,7.301,0.0209564355708885
15055,37900,2015/12/31,2015,INDL,C,D,STD,CNQ,CANADIAN NATURAL RESOURCES,CAD,4059,59275,5298,1093.862,1729,15065,1006,4595,4914,-667,54061,0,0,22840,12363,91,9344,,390,A,33080.867,30.22,101020,10102020,2111,1311,380,0.0458376088344744,33080.867,0.0945446758391777
20214,41005,2015/12/31,2015,INDL,C,D,STD,ERF,ENERPLUS CORP,CAD,221.045,2581.234,507.427,206.205,0,1223.682,131.955,250.246,-923.755,-1690.878,1186.273,0,0,-2291.946,1027.116,3.205,0,,92.37,A,981.0603,4.75,101020,10102020,2111,1311,850,0.00380818097837338,981.0603,0.191260673975195
22053,41163,2015/12/31,2015,INDL,C,D,STD,MCF,CONTANGO OIL & GAS CO,USD,22.272,416.756,77.82,18.965,0,115.446,0,40.961,-226.493,-410.274,379.205,0.235,0,125.105,116.505,0,0,,35.581,A,124.2322,6.41,101020,10102020,2111,1311,380,0.000431959121350841,124.2322,0.103950853767517
108645,41178,2015/12/31,2015,INDL,C,D,STD,UPLCQ,ULTRA PETROLEUM CORP,USD,110.661,971.486,494.576,153.192,3390,0,0,3671.344,-2538.408,-3211.624,859.989,2.514,0,-3493.811,985.912,0,0,,7.387,A,383.14,2.5,101020,10102020,211130,1311,380,0.00365541119479207,383.14,0.127103666473663
142540,41247,2015/12/31,2015,INDL,C,D,STD,CEO,CNOOC LTD,USD,21644.849,102559.82,10447.065,446.475,5184.631,20232.178,2865.016,13026.027,14031.77,2644.416,70107.29,0,0,52943.901,26465.312,0,1794.9,251.474,2408.997,A,,104.38,101020,10102020,211120,1311,380,0.0981239682227875,,0.139932600510047
11781,42001,2015/12/31,2015,INDL,C,D,STD,OVV,OVINTIV INC,USD,1607,15644,2302,822.1,54,5716,225,1333,-4704,-8010,9857,0,0,1188,4422,1088,24,,211,A,4325.482,5.09,101020,10102020,2111,1311,355,0.0163952039364269,4325.482,0.127782403552595
20683,43027,2015/12/31,2015,INDL,C,D,STD,PGHEF,PENGROWTH ENERGY CORP,CAD,428.3,4550.7,184.7,539.951,3.7,1852.8,101,246.7,-309.6,-1315.8,3841.6,0,0,-3059.3,1017.7,18.7,0,,99.7,I,553.8937,1.02,101020,10102020,211130,1311,850,0.00377326979785203,553.8937,0.0350016107942163
150699,43520,2015/12/31,2015,INDL,C,D,STD,XEC,CIMAREX ENERGY CO,USD,1077.93,5243.286,1049.636,92.992,0,1485.62,59.313,410.067,-2963.149,-3782.384,3506.155,0,0,33.754,1597.292,752.1,352.705,,74.688,A,8475.101,89.38,101020,10102020,2111,1311,380,0.00592219088331597,8475.101,0.147529734739503
155393,44613,2015/12/31,2015,INDL,C,D,STD,WLL,WHITING PETROLEUM CORP,USD,535.19,11389.085,2496.933,195.472,0,5197.704,0,599.813,-506.173,-2993.495,10749.7,1.126,0,90.53,2109.233,1114.196,593.792,,314.979,A,1927.1571,9.44,101020,10102020,211120,1311,,0.00782028611136173,1927.1571,0.20563223438059
148130,45533,2015/12/31,2015,INDL,C,D,STD,IOC,INTEROIL CORP,USD,660.426,1191.395,253.523,49.518,130,0,0,304.134,-233.231,-240.927,505.947,0,0,-237.565,0,0,0,,154.996,I,1557.5837,31.42,101020,10102010,211111,1311,,0,1557.5837,0.751613524851396
151632,46012,2015/12/31,2015,INDL,C,D,STD,WRESQ,WARREN RESOURCES INC,USD,54.612,234.462,36.366,82.129,476.58,0,0,519.704,-558.916,-619.946,164.233,0,0.128,-840.416,88.373,0,0,,17.703,I,17.8926,0.21,101020,10102020,211111,1311,,0.000327655666547683,17.8926,0.047038097677198
162459,46014,2015/12/31,2015,INDL,C,D,STD,HPR,HIGHPOINT RESOURCES CORP,USD,274.317,1515.229,325.757,48.303,0.44,803.361,0,145.231,-465.261,-664.856,1170.684,0,0,-371.95,206.619,0,0,,54.166,I,190.1845,3.93,101020,10102020,2111,1311,,0.000766069796956263,190.1845,0.185815468527272
160341,46102,2015/12/31,2015,INDL,C,D,STD,WTI,W&T OFFSHORE INC,USD,169.31,1208.022,231.439,75.931,0,1196.855,0,227.493,-765.007,-1247.702,990.049,0,0,-925.824,507.265,0,0,,72.11,A,176.7289,2.31,101020,10102020,211120,1311,,0.00188075828240877,176.7289,0.0928036370970749
27265,50012,2015/12/31,2015,INDL,C,D,STD,AAVVF,ADVANTAGE ENERGY LTD,CAD,52.863,1517.443,191.493,170.608,0,286.519,0,23.05,97.548,29.131,1457.154,0,0,-1218.507,126.474,0,41.152,,10.569,A,1200.9138,7.03,101020,10102020,211130,1311,380,0.000468920629275364,1200.9138,0.13838859202708
165466,50018,2015/12/31,2015,INDL,C,D,STD,DCP,DCP MIDSTREAM LP,USD,306,5477,281,114.6,0,2424,482,200,266,228,3476,0,0,,1813,31,8,,85,A,2830.7098,24.67,101020,10102040,211130,1311,,0.00672195946104523,2830.7098,0.0839557812966836
178921,50185,2015/12/31,2015,INDL,C,D,STD,GSTCQ,GASTAR EXPLORATION INC,USD,84.966,430.868,193.815,77.512,0,517.849,0,23.968,-364.064,-459.507,328.934,1.472,154.625,-692.274,107.294,0,0,,15.688,I,104.8314,1.31,101020,10102020,211,1311,,0.00039780800795002,104.8314,0.279958110645674
164109,50200,2015/12/31,2015,INDL,C,D,STD,LNGG,LINN ENERGY INC,USD,1558.875,9976.946,675.597,343.323,3716.508,5328.235,323.878,4293.716,-3412.42,-4766.272,7536.713,0,0,,2883.334,233.427,11.314,,304.36,I,457.9719,1.29,101020,10102020,211111,1311,,0.0106903774190035,457.9719,0.0492199341618531
26069,50323,2015/12/31,2015,INDL,C,D,STD,GPOR,GULFPORT ENERGY CORP,USD,331.561,3334.734,1592.701,99.792,0.179,946.084,0,316.516,-996.2,-1480.885,2628.403,0,0,-786.548,708.99,981.568,0,,41.967,A,2661.4715,24.57,101020,10102020,2111,1311,380,0.00262868286722915,2661.4715,0.55098959772976
29135,50468,2015/12/31,2015,INDL,C,D,STD,BTEGF,BAYTEX ENERGY CORP,CAD,204.913,5488.498,523.109,198.207,0,1854.929,153.973,267.838,-351.835,-1477.797,5279.168,0,0,-1886.932,888.447,606.095,655.255,,68.181,A,943.4118,4.48,101020,10102020,211120,1311,380,0.00329404562453792,943.4118,0.0940805622219537
174169,50735,2015/12/31,2015,INDL,C,D,STD,BATL,BATTALION OIL CORP,USD,556.593,3458.692,670.257,107.531,0,2873.637,0,295.248,-2377.416,-1913.535,2876.044,0,0,-3230.695,550.278,15.356,0,,87.766,A,154.3802,1.26,101020,10102020,211120,1311,,0.00204023519487316,154.3802,0.124592951040361
20684,50844,2015/12/31,2015,INDL,C,D,STD,OBELF,OBSIDIAN ENERGY LTD,CAD,305,5924,470,501.977,222,1718,15,626,-1435,-3265,5388,0,0,-6151,1265,0,266,,351,A,587.5307,1.17,101020,10102020,2111,1311,380,0.00469017028032113,587.5307,0.0558792058019261
146659,50954,2015/12/31,2015,INDL,C,D,STD,HUSA,HOUSTON AMERN ENERGY CORP,USD,2.424,5.56,0.169,52.16,0,0,0,0.04,-2.977,-3.811,3.133,0.038,0,-60.539,0.429,0,0,,1.541,A,8.8886,0.171,101020,10102020,211130,1311,,1.59057948636978e-06,8.8886,0.0307272727272727
175006,51200,2015/12/31,2015,INDL,C,D,STD,HRST,HARVEST OIL & GAS CORP,USD,115.556,1923.602,318.28,48.853,0,688.614,100.979,60.744,-59.983,-236.022,1791.474,0,0,,177.971,0,0,,42.689,A,137.3275,2.81,101020,10102020,211130,1311,,0.000659853197596073,137.3275,0.185904048091604
174656,51302,2015/12/31,2015,INDL,C,D,STD,BBEPQ,BREITBURN ENERGY PARTNERS LP,USD,588.327,4872.412,287.551,211.575,154,2867.157,126.188,318.006,-1810.388,-2581.486,3932.882,,546.686,,1108.715,340.246,3.844,,86.299,I,143.0109,0.6699,101020,10102020,211111,1311,,0.00411072106114328,143.0109,0.0445525325288134
163822,51647,2015/12/31,2015,INDL,C,D,STD,ZNOG,ZION OIL & GAS INC,USD,5.04,10.432,1.132,37.408,0,0,0,1.453,-6.291,-7.306,5.166,0,0,-142.102,0,3.723,0,,6.291,A,71.0892,1.86,101020,10102020,2111,1311,,0,71.0892,0.277655138582291
166436,51657,2015/12/31,2015,INDL,C,D,STD,LGCYQ,LEGACY RESERVES INC,USD,129.459,1625.902,579.463,68.928,0,1440.396,101.351,81.093,-550.011,-703.039,1413.531,0.103,229.453,,338.779,,0,,44.111,I,120.6625,1.75,101020,10102020,211120,1311,,0.00125607209280388,120.6625,0.352526949196984
3469,52253,2015/12/31,2015,INDL,C,D,STD,CLR,CONTINENTAL RESOURCES INC,USD,822.339,14919.808,3080.255,369.54,2.144,7115.644,0,923.028,1765.159,-535.085,14063.328,0,0,3319.546,2680.167,0,2090.228,,209.259,A,8570.5978,22.98,101020,10102020,211120,1311,175,0.00993710641082802,8570.5978,0.225893842203626
20350,52255,2015/12/31,2015,INDL,C,D,STD,DXIEF,DXI CAPITAL CORP,CAD,2.271,27.686,5.738,36.492,1.147,4.727,0,12.566,0.236,-7.108,25.121,0,0,-101.032,7.096,0.023,0,,2.246,A,8.0322,0.22,101020,10102020,2111,1311,,2.63094453036828e-05,8.0322,0.273030072325847
177896,52549,2015/12/31,2015,INDL,C,D,STD,REXXQ,REX ENERGY CORP,USD,58.681,1098.506,249.341,54.392,0.59,788.872,0,97.808,-195.78,-423.245,1001.215,0,0.001,-463.687,227.786,0,0,,32.446,A,58.5281,1.05,101020,10102020,211111,1311,,0.000844549507883976,58.5281,0.203675355821887
282189,52665,2015/06/30,2015,INDL,C,D,STD,EXXIQ,ENERGY XXI LTD,USD,968.923,4690.829,723.829,94.167,11.395,4597.037,24.436,358.987,-1625.996,-3047.188,3592.579,0,0.001,-2573.113,1405.452,2.336,0,,116.5,I,248.9111,2.63,101020,10102020,211111,1311,,0.00521091636428292,248.9111,0.110603447669918
177884,52684,2015/12/31,2015,INDL,C,D,STD,CXO,CONCHO RESOURCES INC,USD,1314.55,12641.876,2511.403,119.926,0,3332.188,0,596.42,946.636,97.271,10976.947,5.131,0,2345.641,1803.573,1535.771,1630.373,,255.049,I,11991.7547,92.86,101020,10102020,2111,1311,,0.00668700749643449,11991.7547,0.24607089506246
178684,52818,2015/12/31,2015,INDL,C,D,STD,GRZZU,GRIZZLY ENERGY LLC,USD,358.522,2709.297,126.253,96.468,4.501,2291.636,134.019,202.008,-1517.98,-1883.174,1721.976,2.399,335.444,,566.643,35.544,0,,55.076,A,390.0731,2.98,101020,10102020,211130,1311,,0.00210091079695811,390.0731,0.0424264888235322
176899,52847,2015/12/31,2015,INDL,C,D,STD,SD,SANDRIDGE ENERGY INC,USD,674.088,2991.155,879.201,521.936,0,3631.506,0,437.389,-4274.052,-4320.928,2234.702,3.535,0.542,-6992.697,768.709,0,0,,132.718,A,,0.2,101020,10102020,211120,1311,,0.00285009968854971,,0.14146306300972
178798,52855,2015/12/31,2015,INDL,C,D,STD,AREXQ,APPROACH RESOURCES INC,USD,20.438,1174.984,151.245,40.464,0,496.587,0,28.508,-156.498,-267.509,1154.546,0.21,0,26.936,131.336,0,31.779,,33.08,I,75.0518,1.84,101020,10102020,211120,1311,,0.000486947196787555,75.0518,0.113576373531062
23999,52936,2015/06/30,2015,INDL,C,D,STD,SSNY,SAMSON OIL & GAS LTD,USD,6.239,40.527,20.097,14.189,0,18.699,0,3.897,-31.66,-36.617,33.845,0,0,-87.826,13.433,0.001,0,,17.5,I,,0.94,101020,10102020,211120,1311,,4.9804788439173e-05,,0.397724124282604
163596,52960,2016/03/31,2015,INDL,C,D,STD,CEI,CAMBER ENERGY INC,USD,0.543,14.792,0.222,1.448,8.096,0,0,11.085,-23.787,-25.45,14.19,0,0.774,-56.967,0.968,0.105,0,,2.501,A,4.9436,3.0801,101020,10102020,211120,1311,,3.58899986668052e-06,4.9436,0.00598124797930812
142337,52977,2015/12/31,2015,INDL,C,D,STD,NOG,NORTHERN OIL & GAS INC,USD,128.815,733.945,289.147,60.652,0,847.804,0,78.115,-981.096,-1177.779,589.32,0.34,0,-637.886,275.057,0,0,,18.519,A,243.6432,3.86,101020,10102020,211120,1311,,0.00101981357058837,243.6432,0.164108481286955
164046,52991,2015/12/31,2015,INDL,C,D,STD,GTE,GRAN TIERRA ENERGY INC,USD,234.44,1146.118,156.639,285.334,0,0,0,73.991,-199.798,-368.088,788.993,9.999,0,-28.407,276.011,0.722,34.592,0,32.353,A,611.9726,2.17,101020,10102020,2111,1311,,0.00102335066343219,611.9726,0.138748246148613
179831,53018,2015/12/31,2015,INDL,C,D,STD,WES.3,WESTERN GAS PARTNERS LP,USD,286.881,6707.262,602.289,128.345,0,2896.031,545.143,199.232,667.522,-60.057,4289.974,0,0,,1561.372,57.353,5.963,,38.108,I,6653.6772,47.53,101020,10102040,2111,1311,,0.00578901229322179,6653.6772,0.137371814565875
179782,53213,2015/12/31,2015,INDL,C,D,STD,REN,RESOLUTE ENERGY CORP,USD,140.215,390.983,67.76,74.932,0,514.995,0,59.252,-682.366,-764.633,223.172,0.176,0,-862.407,154.644,0,0,,31.447,I,67.1736,0.87,101020,10102020,211111,1311,,0.000573364974569155,67.1736,0.0545134497617048
184652,53269,2015/12/31,2015,INDL,C,D,STD,ERINQ,ERIN ENERGY CORP,USD,26.588,376.16,84.039,211.616,98.119,120.006,0,341.372,-334.23,-452.459,349.505,0,0,-896.451,68.429,1.855,0,,32.342,A,677.1712,3.2,101020,10102020,211111,1311,,0.000253710404831696,677.1712,0.140927239829021
184040,53294,2015/12/31,2015,INDL,C,D,STD,CIEIQ,COBALT INTL ENERGY INC,USD,3146.291,4094.103,456.414,408.535,0,2014.779,0,628.018,-414.412,-498.545,895.936,0,0,-2722.048,0,0,0,,156.618,I,2207.196,5.4,101020,10102020,211111,1311,,0,2207.196,0.236194996690577
142391,53308,2015/12/31,2015,INDL,C,D,STD,TAT,TRANSATLANTIC PETROLEUM LTD,USD,89.259,299.449,26.415,40.841,41.859,55,0,136.99,34.588,-4.436,190.705,0.97,0,-513.575,85.064,0,27.36,,29.721,I,56.5522,1.39,101020,10102020,211120,1311,,0.000315387070929041,56.5522,0.0677594366847513
184442,53438,2015/12/31,2015,INDL,C,D,STD,OAS,OASIS PETROLEUM INC,USD,365.286,5649.375,848.664,130.186,0,2302.584,0,370.568,411.762,-56.371,5218.242,2.949,0,834.521,789.735,462.833,608.155,,94.867,A,1024.9901,7.37,101020,10102020,2111,1311,,0.00292805662160428,1024.9901,0.163620399993368
154357,53439,2015/12/31,2015,INDL,C,D,STD,QEP,QEP RESOURCES INC,USD,931.8,8425.5,1239.4,176.6,206.6,2042,14.1,641.6,531.4,-243,7384.6,2.7,0,3405.9,2018.6,0,1479.8,,167.6,I,2369.12,13.4,101020,10102020,2111,1311,,0.0074842511682658,2369.12,0.171396172142936
163921,53459,2015/12/31,2015,INDL,C,D,STD,WPZ,WILLIAMS PARTNERS LP,USD,1439,47870,2795,567.275,675,19001,2686,2221,3350,-1357,28600,0,0,,7331,59,119,,649,I,16391.0061,27.85,101020,10102040,211111,1311,,0.0271807417589203,16391.0061,0.46179501291126
162941,53566,2016/01/31,2015,INDL,C,D,STD,TPLMQ,TRIANGLE PETROLEUM CORP,USD,191.487,753.148,245.638,75.502,114.088,789.043,0,217.192,-731.533,-875.737,497.859,0,0,-822.34,358.129,0,0,,62.305,I,34.4012,0.4538,101020,10102020,211111,1311,,0.00132781501369259,34.4012,0.194795266636321
186180,53767,2015/12/31,2015,INDL,C,D,STD,VOC,VOC ENERGY TRUST,USD,,93.456,,17,0,0,7.99,0,7.826,7.99,0,,0,,8.627,,0,,0.801,A,41.82,2.46,101020,10102020,2111,1311,,3.1985849018443e-05,41.82,
186276,53769,2015/12/31,2015,INDL,C,D,STD,KOS,KOSMOS ENERGY LTD,USD,734.148,3203.05,825.125,382.61,0,860.878,0,456.741,48.348,85.436,2322.839,18.11,0,-564.686,446.696,0,502.189,,293.012,A,2002.4732,5.2,101020,10102020,211120,1311,,0.00165618996327141,2002.4732,0.46229478621685
178870,53837,2015/08/31,2015,INDL,C,D,STD,SRCI,SRC ENERGY INC,USD,166.84,746.449,275.808,94.629,0,78,0,73.711,63.491,29.719,534.74,0,0,33.661,124.843,215.47,10.007,,18.995,I,1128.7633,10.74,101020,10102020,2111,1311,,0.000462873461111566,1128.7633,0.726958355297839
186061,53936,2015/12/31,2015,INDL,C,D,STD,LLEXQ,LILIS ENERGY INC,USD,1.141,3.928,0.098,27.268,11.287,0,0,16.836,-32.235,-32.361,0.567,0,10.19,-180.91,0.396,0,0,,7.93,I,5.5744,0.2001,101020,10102020,211120,1311,,1.46822721818749e-06,5.5744,0.00319010416666667
187698,53938,2015/12/31,2015,INDL,C,D,STD,BCEI,BONANZA CREEK ENERGY INC,USD,120.074,1273.367,445.109,47.874,0,885.392,0,135.973,-627.825,-910.441,922.344,2.683,0,-597.028,292.679,209.308,0,,84.991,A,262.2036,5.27,101020,10102020,211120,1311,,0.00108514968179771,262.2036,0.253410093044202
187961,53941,2015/12/31,2015,INDL,C,D,STD,LPI,LAREDO PETROLEUM INC,USD,332.232,1813.287,632.601,199.158,0,1416.226,0,216.815,-2185.325,-2386.881,1200.255,2.811,0,-1957.343,606.64,754.163,0,,90.425,A,1708.3259,7.99,101020,10102020,2111,1311,,0.00224920545363954,1708.3259,0.188606301217442
188663,53945,2015/12/31,2015,INDL,C,D,STD,SNECQ,SANCHEZ ENERGY CORP,USD,666.618,1542.343,671.917,57.229,0,1746.966,0,167.506,-1146.779,-1447.027,756.103,0,0.053,-1536.354,475.779,0,0,,74.16,I,266.9097,4.31,101020,10102020,211120,1311,,0.00176401938798491,266.9097,0.297087825941624
187128,53947,2015/12/31,2015,INDL,C,D,STD,WPX,WPX ENERGY INC,USD,850,8350,1124,234.2,1,3189,0,690,-1565,-2554,7401,0,350,-2971,1888,634,465,,319,I,1580.796,5.74,101020,10102020,2111,1311,,0.00700003279782316,1580.796,0.164279450453084
187810,53961,2015/12/31,2015,INDL,C,D,STD,MCEP,MID-CON ENERGY PARTNERS -LP,USD,35.217,327.086,13.894,29.642,30,150,11.266,33.909,-54.147,-95.495,286.908,0,0,,96.28,0,0,,9.411,I,33.8865,1.14,101020,10102020,211120,1311,,0.000356972011533058,33.8865,0.0341128665954652
194755,53962,2015/12/31,2015,INDL,C,D,STD,AMPY,AMPLIFY ENERGY CORP,USD,340.186,2906.003,342.029,83.528,0,2000.579,163.259,93.408,-544.663,-397.666,1946.323,55.469,0,,358.147,0,2.094,,57.06,A,218.8718,2.64,101020,10102020,211120,1311,,0.00132788175129342,218.8718,0.154311165090375
170781,53980,2015/12/31,2015,INDL,C,D,STD,TTEN,TITAN ENERGY LLC,USD,266.992,1731.004,127.138,93.745,0,1534.482,,162,-537.168,-808.816,1191.611,,188.739,,739.792,100.413,0,,55.371,A,105.2258,1.03,101020,10102020,211111,1311,,0.00274288573282161,105.2258,0.0575761569190067
187812,53987,2015/12/31,2015,INDL,C,D,STD,MTDR,MATADOR RESOURCES CO,USD,127.007,1140.861,497.214,81.537,0,391.254,0,136.83,-626.32,-826.892,1012.406,1.61,0,-538.93,316.169,188.73,0,,47.595,A,1691.6003,19.77,101020,10102020,2111,1311,,0.00117224225087656,1691.6003,0.376086930212575
170627,54043,2015/12/31,2015,INDL,C,D,STD,MPO,MIDSTATES PETROLEUM CO INC,USD,145.802,679.167,336.922,7.726,1890.944,0,0,1984.56,-1407.079,-1806.836,523.869,0.489,0,-2211.342,365.145,0,0,,38.703,I,21.9493,2.02,101020,10102020,211120,1311,,0.00135382784743704,21.9493,0.158692224070658
171212,54071,2015/12/31,2015,INDL,C,D,STD,ROYTL,PACIFIC COAST OIL TRUST,USD,,229.09,,38.583,0,0,10.009,0,10.009,10.009,0,,0,,11.855,,0,,0.8,A,50.9296,1.32,101020,10102020,2111,1311,,4.39541254333652e-05,50.9296,
20399,54152,2015/12/31,2015,INDL,C,D,STD,GLRI,GLORI ENERGY INC,USD,13.561,22.264,5.808,31.769,0.48,10.045,0,4.251,-33.167,-36.437,7.315,0,0,-100.426,9.002,0.139,0,,7.824,A,11.1514,0.35,101010,10101020,211111,1311,,3.33762157023327e-05,11.1514,0.201575677645507
108391,54175,2015/12/31,2015,INDL,C,D,STD,BXEFF,BELLATRIX EXPLORATION LTD,CAD,74.236,1703.212,159.628,191.96,1.634,681.196,0,112.634,-354.944,-585.049,1562.768,0,0,-240.234,319.989,0.045,0,,26.953,I,314.821,1.64,101020,10102020,211130,1311,380,0.00118640545282979,314.821,0.0770800850050001
13871,54182,2015/12/31,2015,INDL,C,D,STD,SMLP,SUMMIT MIDSTREAM PARTNERS LP,USD,106.643,2040.531,118.107,63.627,0,944,152.074,59.634,216.092,-187.485,1463.802,,0,,371.319,221.977,0.6,,36.544,A,1245.0393,18.73,101020,10102040,211130,1311,,0.0013767188445206,1245.0393,0.0955827368870847
170750,54222,2015/12/31,2015,INDL,C,D,STD,FANG,DIAMONDBACK ENERGY INC,USD,108.745,2758.412,902.087,63.019,0,495.5,0,141.421,-521.739,-749.1,2597.625,0,0,-354.36,446.733,655.561,0,,31.968,A,4468.7193,66.9,101020,10102020,2111,1311,,0.00165632714611755,4468.7193,0.323119399012897
30075,54349,2015/12/31,2015,INDL,C,D,STD,VET,VERMILION ENERGY INC,CAD,284.778,4209.22,515.758,109.642,230.801,1186.563,283.575,503.731,202.629,-213.915,3775.561,0,0,-430.376,873.666,0,354.654,,53.584,A,4211.9815,37.61,101020,10102020,211120,1311,380,0.00323924293132573,4211.9815,0.132527244429381
18109,54462,2015/12/31,2015,INDL,C,D,STD,JONEQ,JONES ENERGY INC,USD,194.504,1945.412,312.406,26.816,0,847.912,0,67.906,109.603,-11.858,1639.639,0,0.031,36.569,197.399,122.779,22.972,,34.639,I,117.6214,3.85,101020,10102020,211120,1311,,0.000731885314755029,117.6214,0.190154287397712
13460,54540,2015/12/31,2015,INDL,C,D,STD,PED,PEDEVCO CORP,USD,4.913,64.653,0.235,41.534,1.347,41.86,0,7.567,-5.504,-21.32,58.767,0,0,-82.112,5.326,2.78,0,,7.663,A,13.1184,0.29,101020,10102020,211120,1311,,1.97469145557236e-05,13.1184,0.0106551802312401
176840,54542,2015/12/31,2015,INDL,C,D,STD,REI,RING ENERGY INC,USD,8.714,250.866,110.11,28.177,0,45.9,0,11.333,2.41,-14.056,241.267,0,0,-7.068,31.014,50.175,0,,7.865,A,214.2636,7.05,101020,10102020,2111,1311,,0.000114988886224411,214.2636,0.72175828209599
18465,54570,2015/12/31,2015,INDL,C,D,STD,AR,ANTERO RESOURCES CORP,USD,1248.236,14155.224,2347.909,274.123,0,4708.513,0,707.27,2644.556,1555.886,10732.242,0,0,1808.811,3954.858,537.832,1370.686,,237.543,A,6039.3848,21.8,101020,10102020,2111,1311,,0.0146632074739054,6039.3848,0.251047425851531
186013,54684,2015/12/31,2015,INDL,C,D,STD,TRCH,TORCHLIGHT ENERGY RESOURCES,USD,2.007,9.188,4.519,16.373,0.335,3.292,0,2.485,-40.404,-43.253,7.101,0,0,-58.572,1.634,14.913,0,0,15.55,A,35.156,1.06,101020,10102020,211120,1311,,6.05829109726856e-06,35.156,0.130784591786531
145812,54695,2015/12/31,2015,INDL,C,D,STD,CPG,CRESCENT POINT ENERGY CORP,CAD,847.3,17616,1628.3,478.259,72,4380,1020.4,836.1,848.7,-1444.3,15494.4,0,0,-5667.5,3235,630.7,995.3,,97.5,A,8139.5683,16.12,101020,10102020,211120,1311,380,0.0119942299263548,8139.5683,0.109483424217642
18660,54697,2015/12/31,2015,INDL,C,D,STD,EPEGQ,EP ENERGY CORP,USD,969,5833,1433,244,0,4812,0,348,-2676,-4326,4755,0,0,-2912,1908,0,0,,160,A,1089.744,4.38,101020,10102020,211120,1311,,0.00707418568763061,1089.744,0.164184234647113
19171,54704,2015/12/31,2015,INDL,C,D,STD,RSPP,RSP PERMIAN INC,USD,187.54,2979.571,872.869,86.77,0,698.65,0,77.402,161.607,-29.937,2758.63,1.841,0,-15.756,283.992,543.524,337.872,,29.697,I,2458.6827,24.39,101020,10102020,211111,1311,,0.00105294137410985,2458.6827,0.41671989832991
19377,54705,2015/12/31,2015,INDL,C,D,STD,RICE.,RICE ENERGY INC,USD,499.163,3970.531,1227.22,136.344,0,1457.222,0,300.342,187.959,-255.881,3243.131,0.129,0,-137.99,502.141,171.902,271.988,,89.647,I,1486.6183,10.9,101020,10102020,211111,1311,,0.00186176031204011,1486.6183,0.498600147643694
278151,54755,2015/12/31,2015,INDL,C,D,STD,GPRK,GEOPARK LTD,USD,131.844,703.799,48.842,57.759,35.425,343.248,0,81.423,-92.75,-301.62,522.611,1.615,0,-85.412,209.69,0,16.955,,66.124,A,160.7472,2.7,101020,10102020,211120,1311,,0.000777455973186196,160.7472,0.0617653493380477
20298,54846,2015/12/31,2015,INDL,C,D,STD,PE,PARSLEY ENERGY INC,USD,488.326,2514.192,476.112,111.271,0.951,555.924,0,228.497,117.798,-96.786,1985.753,0.077,0.321,10.868,266.057,669.418,62.962,,60.753,I,2520.6944,18.45,101020,10102020,211120,1311,,0.00098644477017502,2520.6944,0.270385754249907
