Date,U.S. Natural Gas Total Consumption (MMcf),U.S. Natural Gas Lease and Plant Fuel Consumption (MMcf),U.S. Natural Gas Pipeline & Distribution Use (MMcf),Natural Gas Delivered to Consumers in the U.S. (MMcf),U.S. Natural Gas Residential Consumption (MMcf),Natural Gas Deliveries to Commercial Consumers (Including Vehicle Fuel through 1996) in the U.S. (MMcf),U.S. Natural Gas Industrial Consumption (MMcf),U.S. Natural Gas Vehicle Fuel Consumption (MMcf),U.S. Natural Gas Deliveries to Electric Power Consumers (MMcf),Month,exported_MMCF,percent_residential,percent_industrial,percent_exported
2020-02-15T00:00:00Z,3041481,148786,101622,2791073,737107,447569,723736,3893,878768,Feb 2020,454245,0.264094489825239,0.259303859125146,0.162749236583923
2020-03-15T00:00:00Z,2707481,159336,89518,2458627,526809,339081,709668,4161,878908,Mar 2020,497437,0.214269590303857,0.28864402774394,0.202323085201619
2020-04-15T00:00:00Z,2240544,150144,73437,2016963,378049,238102,632860,4027,763925,Apr 2020,420767,0.187434771981439,0.313768770175754,0.208614139178557
2020-05-15T00:00:00Z,2067048,145916,67491,1853641,236578,162665,616282,4161,833954,May 2020,395472,0.127628812698899,0.332471066403905,0.213348755233619
2020-06-15T00:00:00Z,2130675,143222,69820,1917632,136117,131787,600130,4027,1045572,Jun 2020,338486,0.070981815071922,0.312953684544271,0.176512490404833
2020-07-15T00:00:00Z,2489307,150617,82160,2256531,118132,129086,633048,4161,1372103,Jul 2020,349167,0.0523511531638608,0.280540351539598,0.154736185764787
2020-08-15T00:00:00Z,2401321,150131,79086,2172105,108819,131179,648179,4161,1279767,Aug 2020,359159,0.050098406844973,0.298410528036168,0.165350662145707
2020-09-15T00:00:00Z,2171842,145444,71189,1955210,126524,143703,643206,4027,1037749,Sep 2020,395424,0.0647112074917784,0.328970289636407,0.202241191483268
2020-10-15T00:00:00Z,2320028,149146,76264,2094617,241924,208850,685673,4161,954009,Oct 2020,481621,0.115497964544353,0.327350059700652,0.229932727558308
2020-11-15T00:00:00Z,2434877,148782,80312,2205783,439827,293558,701137,4027,767235,Nov 2020,528210,0.199397220850827,0.317863089886902,0.239465985547989
2020-12-15T00:00:00Z,3167833,153975,105879,2907979,799589,453966,777587,4161,872676,Dec 2020,553176,0.274963815075693,0.267397735678284,0.190226958310222
2021-01-15T00:00:00Z,3292607,155054,108821,3028732,877190,491592,782845,4515,872591,Jan 2021,563515,0.289622852071428,0.258472852665736,0.186056409084726
2021-02-15T00:00:00Z,3041749,128935,100530,2812284,865553,491668,664078,4078,786907,Feb 2021,424004,0.307775814960367,0.236134757371588,0.15076855680294
2021-03-15T00:00:00Z,2611569,154128,86312,2371129,567757,354700,696093,4515,748064,Mar 2021,595411,0.239445850478823,0.293570278124893,0.251108649086574
2021-04-15T00:00:00Z,2238211,151338,73973,2012900,338422,244465,670099,4369,755545,Apr 2021,564418,0.168126583536192,0.332902280292116,0.280400417308361
2021-05-15T00:00:00Z,2092546,156044,69159,1867343,215526,181164,651486,4515,814652,May 2021,578132,0.115418538533092,0.348883949012045,0.309601396208409
2021-06-15T00:00:00Z,2214174,151351,73178,1989645,127979,141490,631324,4369,1084484,Jun 2021,539252,0.0643225298985497,0.317304845839333,0.27102925396239
2021-07-15T00:00:00Z,2387220,157076,78898,2151247,111676,141760,658612,4515,1234684,Jul 2021,566125,0.0519122164958278,0.306153593706348,0.263161319922817
2021-08-15T00:00:00Z,2409675,158170,79640,2171865,105451,140529,661498,4515,1259873,Aug 2021,563650,0.0485532019715774,0.30457602106945,0.259523497086605
2021-09-15T00:00:00Z,2110269,152187,69744,1888338,116084,149200,623899,4369,994786,Sep 2021,535660,0.0614741640532574,0.330395829560174,0.283667436655938
2021-10-15T00:00:00Z,2237774,160507,73958,2003309,190933,194691,669893,4515,943277,Oct 2021,545121,0.0953088115712553,0.334393246373874,0.272110293519372
